product_id,scope,applicable_product_ids,evidence_type,source_url,source_title,matched_text,sha256,review_status
A007,PRODUCT,"[""A007""]",RUNTIME_OFFICIAL_URL_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01000785,OFFICIAL_PRODUCT_DETAIL_OR_APPLICATION_INFO,status=AVAILABLE_APPLY; channels=BRANCH; mode=BRANCH_OPENING; role=DIRECT_CANDIDATE,,FINAL_V4
A007,PRODUCT,"[""A007""]",CURRENT_STATUS_MANUAL_REVIEW_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01000785,OFFICIAL_CURRENT_PRODUCT_PAGE,공식 상품 페이지에서 가입가능경로 영업점 및 신규 가능 확인,,VERIFIED_2026-07-21
A008,PRODUCT,"[""A008""]",RUNTIME_OFFICIAL_URL_V4,https://otalk.kbstar.com/quics?articleId=141608&bbsMode=view&boardId=669&cc=b032271%3Ab032271&page=C019392,OFFICIAL_PRODUCT_LAUNCH_AND_BRANCH_OPENING_INFO,status=AVAILABLE_APPLY; channels=BRANCH; mode=BRANCH_OPENING; role=EXCLUDED_GENERAL,,FINAL_V4
A008,PRODUCT,"[""A008""]",CURRENT_STATUS_MANUAL_REVIEW_V4,https://otalk.kbstar.com/quics?articleId=141608&bbsMode=view&boardId=669&cc=b032271%3Ab032271&page=C019392,OFFICIAL_CURRENT_LAUNCH_NOTICE,공식 with KB통장 출시 안내에서 신규·해지 거래방법을 영업점으로 명시,,VERIFIED_2026-07-21
A009,PRODUCT,"[""A009""]",RUNTIME_OFFICIAL_URL_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01001565,OFFICIAL_PRODUCT_DETAIL_OR_APPLICATION_INFO,status=AVAILABLE_APPLY; channels=KB_STAR_BANKING; mode=DIRECT_ONLINE; role=HOLDING_ANALYSIS_ONLY,,FINAL_V4
A009,PRODUCT,"[""A009""]",CURRENT_STATUS_MANUAL_REVIEW_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01001565,OFFICIAL_CURRENT_PRODUCT_PAGE,공식 상품 페이지와 보존 live 신호에서 스타뱅킹 가입 확인,,VERIFIED_2026-07-21
SV001,PRODUCT,"[""SV001""]",RUNTIME_OFFICIAL_URL_V4,https://obiz.kbstar.com/quics?cc=b065687%3Ab065741&isNew=N&page=C016144&prcode=DP01001615,OFFICIAL_PRODUCT_DETAIL_OR_SERVICE_PAGE,"status=AVAILABLE_CONSULT; channels=BRANCH,STAR_BUSINESS_BANKING; mode=CONSULTATION; role=DIRECT_CANDIDATE",,FINAL_V4
SV002,PRODUCT,"[""SV002""]",RUNTIME_OFFICIAL_URL_V4,https://obiz.kbstar.com/quics?cc=b065687%3Ab065741&isNew=N&page=C016144&prcode=DP01000500,OFFICIAL_PRODUCT_DETAIL_OR_APPLICATION_INFO,"status=AVAILABLE_APPLY; channels=INTERNET_BANKING,STAR_BUSINESS_BANKING; mode=DIRECT_ONLINE; role=DIRECT_CANDIDATE",,FINAL_V4
SV002,PRODUCT,"[""SV002""]",CURRENT_STATUS_MANUAL_REVIEW_V4,https://obiz.kbstar.com/quics?cc=b065687%3Ab065741&isNew=N&page=C016144&prcode=DP01000500,OFFICIAL_CURRENT_PRODUCT_PAGE,공식 현재 상품 페이지에서 인터넷·스타기업뱅킹 가입 경로 확인,,VERIFIED_2026-07-21
SV003,PRODUCT,"[""SV003""]",RUNTIME_OFFICIAL_URL_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01000226,OFFICIAL_PRODUCT_DETAIL_OR_APPLICATION_INFO,status=AVAILABLE_APPLY; channels=BRANCH; mode=BRANCH_OPENING; role=DIRECT_CANDIDATE,,FINAL_V4
SV003,PRODUCT,"[""SV003""]",CURRENT_STATUS_MANUAL_REVIEW_V4,https://obank.kbstar.com/quics?cc=b061496%3Ab061645&isNew=Y&page=C016613&prcode=DP01000226,OFFICIAL_CURRENT_PRODUCT_PAGE,공식 상품 페이지에서 가입가능경로 영업점 확인,,VERIFIED_2026-07-21
SV004,PRODUCT,"[""SV004""]",RUNTIME_OFFICIAL_URL_V4,https://obiz.kbstar.com/quics?cc=b065687%3Ab065741&isNew=N&page=C016144&prcode=DP01000021,OFFICIAL_PRODUCT_DETAIL_OR_APPLICATION_INFO,status=AVAILABLE_APPLY; channels=BRANCH; mode=BRANCH_OPENING; role=HOLDING_ANALYSIS_ONLY,,FINAL_V4
